arm_id,study_id,arm_label_in_paper,arm_role,comparison_1_eligible,comparison_2_eligible,comparison_3_eligible,n_patients,pct_male,age_median_years,age_iqr_low,age_iqr_high,age_range_min,age_range_max,age_mean_years,age_sd_years,disease_aml_pct,disease_all_pct,disease_mds_pct,disease_mpn_pct,disease_cml_pct,disease_lymphoma_pct,disease_mm_pct,disease_cll_pct,disease_saa_pct,disease_other_pct,disease_risk_high_pct,disease_risk_intermediate_pct,disease_risk_low_pct,disease_risk_classifier_used,donor_msd_pct,donor_mud_pct,donor_mmud_pct,donor_haplo_pct,donor_ucb_pct,donor_predominant,graft_pbsc_pct,graft_bm_pct,graft_ucb_pct,graft_predominant,conditioning_mac_pct,conditioning_ric_pct,conditioning_nma_pct,conditioning_classification_scheme,conditioning_predominant,tbi_used_pct,hla_10_10_pct,hla_9_10_pct,hla_8_10_or_lower_pct,hla_haplo_pct,cmv_recipient_pos_pct,cmv_donor_pos_pct,cmv_DposRpos_pct,cmv_DposRneg_pct,cmv_DnegRpos_pct,cmv_DnegRneg_pct,cmv_serostatus_reporting,ptcy_used,ptcy_dose_mg_kg_per_dose,ptcy_n_doses,ptcy_days_post_transplant,ptcy_total_dose_mg_kg,ptcy_dose_category,cni_used,cni_agent,cni_target_trough_ng_ml_range,mmf_used,mmf_total_daily_dose_mg,mtx_used,mtx_schedule,mtx_total_dose_mg_m2,sirolimus_used,abatacept_used,other_immunosuppressant_used,other_immunosuppressant_description,atg_used,atg_agent,atg_total_dose_mg_kg,atg_dose_category,atg_timing,letermovir_use,letermovir_era_proxy,antifungal_prophylaxis_agent,antifungal_mold_active,antifungal_duration_target,antibacterial_prophylaxis_agent,pjp_prophylaxis_agent,cmv_monitoring_method,cmv_monitoring_frequency_per_week,cmv_preemptive_threshold,systemic_steroid_for_gvhd_exposure_pct,steroid_exposure_duration_days_median,second_line_gvhd_therapy_exposure_pct
1,2,Experimental prophylaxis (cyclophosphamide-tacrolimus-mycophenolate mofetil; PTCy/Tac/MMF),PTCy_arm,Y,N,N,214,62.6,NR,NR,NR,NR,NR,64.2,8.5,50,5.6,29.4,NR,NR,NR,NR,NR,NR,15,NR,NR,NR,DRI,28,68.7,3.3,0,0,MUD,100,0,0,PBSC,0,100,NR,investigator_defined,RIC,NR,NA,NA,NA,0,NR,NR,NR,NR,NR,NR,NR,Y,50,2,"D+3, D+4",100,standard_50x2,Y,tacrolimus,NR,Y,15 mg/kg/dose up to 1g TID; D+5 through D+35,N,NA,NA,N,N,N,NA,N,NA,NA,NA,NA,NR,post_2018,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
2,2,Standard prophylaxis (tacrolimus-methotrexate; Tac/MTX),comparator_arm,Y,N,N,217,58.1,NR,NR,NR,NR,NR,64.5,8.9,46.1,12.4,30,NR,NR,NR,NR,NR,NR,11.5,NR,NR,NR,DRI,31.3,65,3.7,0,0,MUD,100,0,0,PBSC,0,100,NR,investigator_defined,RIC,NR,NA,NA,NA,0,NR,NR,NR,NR,NR,NR,NR,N,NA,NA,NA,NA,NA,Y,tacrolimus,NR,N,NA,Y,"IV bolus 15 mg/m2 D+1; 10 mg/m2 D+3, D+6, D+11",45,N,N,N,NA,N,NA,NA,NA,NA,NR,post_2018,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
3,4,HaploCy,PTCy_arm,Y,N,N,757,61,58,NR,NR,3,78,NR,NR,70,3,27,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,investigator_defined,0,0,0,100,0,haplo,59,41,0,PBSC,41,59,NR,CIBMTR,RIC,70,0,0,NR,100,72,50,43,7,29,17,DR_combinations,Y,NR,NR,NR,NR,NR,Y,NR,NR,NR,NR,NR,NR,NR,NR,N,NR,NR,N,NA,NA,NA,NA,NR,mixed_spans_era,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
4,4,SibCy,PTCy_arm,Y,N,N,403,60,46,NR,NR,3,75,NR,NR,77,5,18,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,investigator_defined,100,0,0,0,0,MSD,67,33,0,PBSC,55,45,NR,CIBMTR,MAC,58,100,0,0,0,68,52,43,9,25,20,DR_combinations,Y,NR,NR,NR,NR,NR,Y,NR,NR,NR,NR,NR,NR,NR,NR,N,NR,NR,N,NA,NA,NA,NA,NR,mixed_spans_era,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
5,4,SibCNI,comparator_arm,Y,N,N,1605,58,57,NR,NR,2,78,NR,NR,64,4,32,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,investigator_defined,100,0,0,0,0,MSD,88,12,0,PBSC,58,42,NR,CIBMTR,MAC,27,100,0,0,0,67,53,43,10,24,20,DR_combinations,N,NA,NA,NA,NA,NA,Y,other,NR,mixed,NR,mixed,NR,NR,NR,N,NR,TAC/CSA+MTX±other 77%; TAC/CSA+MMF±other 23%,N,NA,NA,NA,NA,NR,mixed_spans_era,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
6,5,haplo-PTCy,PTCy_arm,Y,N,N,75,NR,54,NR,NR,20,72,NR,NR,NR,NR,NR,NR,NR,11,NR,NR,NA,7,NR,NR,NR,NR,0,0,0,100,0,haplo,89,11,0,PBSC,43,57,0,investigator_defined,RIC,NR,NR,NR,NR,100,72,50,44,6,28,22,DR_combinations,Y,NR,NR,NR,NR,NR,Y,tacrolimus,NR,UNCL,NR,N,NA,NA,N,N,N,NA,N,NA,NA,NA,NA,none,mixed_spans_era,NR,NR,NR,NR,NR,PCR_qPCR,1,CMV DNAemia >=500 copies (PCR) or equivalent of >=650 IU/mL by real-time PCR,NR,NR,NR
7,5,MUD-PTCy,PTCy_arm,Y,N,N,38,NR,63,NR,NR,21,76,NR,NR,NR,NR,NR,NR,NR,35,NR,NR,NA,8,NR,NR,NR,NR,0,100,0,0,0,MUD,97,3,0,PBSC,26,74,0,investigator_defined,RIC,NR,NR,NR,NR,0,62,24,19,5,43,32,DR_combinations,Y,NR,NR,NR,NR,NR,Y,tacrolimus,NR,UNCL,NR,N,NA,NA,N,N,N,NA,N,NA,NA,NA,NA,none,mixed_spans_era,NR,NR,NR,NR,NR,PCR_qPCR,1,CMV DNAemia >=500 copies (PCR) or equivalent of >=650 IU/mL by real-time PCR,NR,NR,NR
8,5,Tac/MTX,comparator_arm,Y,N,N,89,NR,57,NR,NR,20,74,NR,NR,NR,NR,NR,NR,NR,2,NR,NR,NA,25,NR,NR,NR,NR,0,100,0,0,0,MUD,92,8,0,PBSC,40,60,0,investigator_defined,RIC,NR,NR,NR,NR,0,68,47,37,10,31,22,DR_combinations,N,NA,NA,NA,NA,NA,Y,tacrolimus,NR,N,NA,Y,NR,NR,N,N,N,NA,N,NA,NA,NA,NA,none,mixed_spans_era,NR,NR,NR,NR,NR,PCR_qPCR,1,CMV DNAemia >=500 copies (PCR) or equivalent of >=650 IU/mL by real-time PCR,NR,NR,NR
9,5,Tac/Sir,comparator_arm,Y,N,N,381,NR,60,NR,NR,19,76,NR,NR,NR,NR,NR,NR,NR,6,NR,NR,NA,6,NR,NR,NR,NR,0,100,0,0,0,MUD,98,2,0,PBSC,38,62,0,investigator_defined,RIC,NR,NR,NR,NR,0,63,39,28,11,35,25,DR_combinations,N,NA,NA,NA,NA,NA,Y,tacrolimus,NR,N,NA,N,NA,NA,Y,N,N,NA,N,NA,NA,NA,NA,none,mixed_spans_era,NR,NR,NR,NR,NR,PCR_qPCR,1,CMV DNAemia >=500 copies (PCR) or equivalent of >=650 IU/mL by real-time PCR,NR,NR,NR
10,6,PTCY,PTCy_arm,Y,Y,N,68,57,59.9,NR,NR,NR,NR,NR,NR,49,4,12,13,NR,16,6,NR,NR,0,2,84,15,investigator_defined,0,0,46,54,0,haplo,100,0,0,PBSC,7,15,0,investigator_defined,RIC,NR,0,0,46,54,59,NR,NR,13,NR,28,DR_combinations,Y,50,2,"D+3,D+4",100,standard_50x2,Y,cyclosporine,NR,Y,NR,N,NA,NA,N,N,N,NA,N,NA,NA,NA,NA,era_proxy_only,mixed_spans_era,NR,UNCL,NR,NR,NR,PCR_qPCR,NR,CMV > 1000 IU/ml defined as reactivation,60,NR,21
11,6,MRD/NoATLG,comparator_arm,Y,N,N,97,57,58.9,NR,NR,NR,NR,NR,NR,45,5,9,12,NR,18,10,NR,NR,0,5,73,22,investigator_defined,100,0,0,0,0,MSD,100,0,0,PBSC,20,21,0,investigator_defined,RIC,NR,100,0,0,0,53,NR,NR,15,NR,32,DR_combinations,N,NA,NA,NA,NA,NA,Y,cyclosporine,NR,Y,NR,N,NA,NA,N,N,N,NA,N,NA,NA,NA,NA,era_proxy_only,mixed_spans_era,NR,UNCL,NR,NR,NR,PCR_qPCR,NR,CMV > 1000 IU/ml defined as reactivation,80,NR,42
12,6,MUD/ATLG,comparator_arm,N,Y,N,280,56,60.8,NR,NR,NR,NR,NR,NR,50,8,8,13,NR,12,7,NR,NR,3,3,74,23,investigator_defined,0,100,0,0,0,MUD,100,0,0,PBSC,17,19,0,investigator_defined,RIC,NR,100,0,0,0,56,NR,NR,6,NR,38,DR_combinations,N,NA,NA,NA,NA,NA,Y,cyclosporine,NR,Y,NR,N,NA,NA,N,N,N,NA,Y,rabbit_grafalon_ATLG,30,high_gt_10_rabbit_ATLG,pre_transplant,era_proxy_only,mixed_spans_era,NR,UNCL,NR,NR,NR,PCR_qPCR,NR,CMV > 1000 IU/ml defined as reactivation,48,NR,15
13,6,MM/ATLG,comparator_arm,N,Y,N,54,69,60.1,NR,NR,NR,NR,NR,NR,52,9,6,13,NR,13,6,NR,NR,2,4,78,19,investigator_defined,0,0,100,0,0,MMUD,100,0,0,PBSC,26,11,0,investigator_defined,RIC,NR,0,NR,100,0,63,NR,NR,13,NR,24,DR_combinations,N,NA,NA,NA,NA,NA,Y,cyclosporine,NR,Y,NR,N,NA,NA,N,N,N,NA,Y,rabbit_grafalon_ATLG,30,high_gt_10_rabbit_ATLG,pre_transplant,era_proxy_only,mixed_spans_era,NR,UNCL,NR,NR,NR,PCR_qPCR,NR,CMV > 1000 IU/ml defined as reactivation,57,NR,22
14,7,PTCy group,PTCy_arm,Y,N,N,86,NR,34,NR,NR,18,59,NR,NR,60,40,0,0,0,0,0,0,0,0,28,64,8,investigator_defined,0,79,21,0,0,MUD,100,0,0,PBSC,24,76,0,investigator_defined,RIC,0,79,NR,NR,0,NR,NR,NR,NR,NR,NR,NR,Y,50,2,"+3,+4",100,standard_50x2,Y,tacrolimus,5-15,Y,30 mg/kg (10/10 MUD) or 45 mg/kg (8-9/10 MMUD) starting day +5 to +35,N,NA,NA,N,N,N,NA,N,NA,NA,NA,NA,none,pre_2018,NR,NR,NR,NR,NR,PCR_qPCR,NR,">500 copies/mL (clinically significant >10,000 copies/mL)",NR,NR,NR
15,7,ATG group (historical control),comparator_arm,Y,N,N,125,NR,31,NR,NR,18,62,NR,NR,66,34,0,0,0,0,0,0,0,0,32,62,6,investigator_defined,0,85,15,0,0,MUD,100,0,0,PBSC,26,74,0,investigator_defined,RIC,0,85,NR,NR,0,NR,NR,NR,NR,NR,NR,NR,N,NA,NA,NA,NA,NA,Y,tacrolimus,5-15,mixed,30 mg/kg from day -1 to +30 (subset of patients; alternative was MTX),mixed,"15 mg/m2 day +1, 10 mg/m2 day +3 (subset of patients; alternative was MMF)",25,N,N,N,NA,Y,horse_ATGAM,100,horse,pre_transplant,none,pre_2018,NR,NR,NR,NR,NR,PCR_qPCR,NR,">500 copies/mL (clinically significant >10,000 copies/mL)",NR,NR,NR
16,8,HaploCy,PTCy_arm,N,N,N,757,61,58,NR,NR,3,78,NR,NR,NR,NR,27,NA,NA,NA,NA,NA,NA,NA,NR,NR,NR,investigator_defined,0,0,0,100,0,haplo,59,41,0,PBSC,41,NR,NR,CIBMTR,RIC,NR,0,0,100,100,72,NR,NR,NR,NR,NR,R_only,Y,NR,NR,NR,NR,NR,Y,NR,NR,NR,NR,NR,NR,NR,NR,N,N,NA,N,NA,NA,NA,NA,none,pre_2018,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
17,8,SibCy,PTCy_arm,Y,N,N,403,60,46,NR,NR,3,75,NR,NR,NR,NR,18,NA,NA,NA,NA,NA,NA,NA,NR,NR,NR,investigator_defined,100,0,0,0,0,MSD,67,33,0,PBSC,55,NR,NR,CIBMTR,MAC,NR,100,0,0,0,68,NR,NR,NR,NR,NR,R_only,Y,NR,NR,NR,NR,NR,Y,NR,NR,NR,NR,NR,NR,NR,NR,N,N,NA,N,NA,NA,NA,NA,none,pre_2018,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
18,8,SibCNI,comparator_arm,Y,N,N,1605,58,57,NR,NR,2,78,NR,NR,NR,NR,32,NA,NA,NA,NA,NA,NA,NA,NR,NR,NR,investigator_defined,100,0,0,0,0,MSD,88,12,0,PBSC,58,NR,NR,CIBMTR,MAC,NR,100,0,0,0,67,NR,NR,NR,NR,NR,R_only,N,NA,NA,NA,NA,NA,Y,mixed,NR,mixed,NR,mixed,NR,NR,NR,N,N,Tac/CsA + MMF +/- others (23%); Tac/CsA + MTX +/- others (77%),N,NA,NA,NA,NA,none,pre_2018,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
19,9,PTCY-based prophylaxis,PTCy_arm,Y,N,N,200,57.5,52,NR,NR,18,70,NR,NR,41,14.5,19,6,2.5,15.5,NR,NR,NR,1.5,NR,NR,NR,NR,6.5,36.5,36.5,20.5,0,mixed,96.5,3.5,0,PBSC,43.5,56.5,0,investigator_defined,RIC,16.5,43,36.5,NR,20.5,NR,NR,NR,NR,NR,NR,NR,Y,50,2,"+3,+4",100,standard_50x2,Y,tacrolimus,5-15,mixed,NR,N,NA,NA,N,N,N,NA,N,NA,NA,NA,NA,none,mixed_spans_era,fluconazole,N,day 1 to day 60,fluoroquinolone,TMP_SMX,NR,NR,NR,NR,NR,NR
20,9,"Other GVHD prophylaxis (CNI-based, non-PTCy)",comparator_arm,Y,N,N,130,50.8,54,NR,NR,18,70,NR,NR,40,10.8,20.8,6.9,4.6,13.8,NR,NR,NR,3.1,NR,NR,NR,NR,56.1,38.5,5.4,0,0,MSD,97.7,2.3,0,PBSC,45.4,54.6,0,investigator_defined,RIC,11.5,94.59999999999999,5.4,NR,0,NR,NR,NR,NR,NR,NR,NR,N,NA,NA,NA,NA,NA,Y,mixed,NR,mixed,NR,mixed,standard doses,NR,mixed,N,N,"MTX-CNI (n=54, 41.6%), MMF-CNI (n=74, 56.9%), SIR-TK (n=2, 1.5%)",N,NA,NA,NA,NA,none,mixed_spans_era,fluconazole,N,day 1 to day 60,fluoroquinolone,TMP_SMX,NR,NR,NR,NR,NR,NR
21,10,PTCy URD 8/8 (MUD with PTCy),comparator_arm,N,N,Y,1681,59.9,62,NR,NR,18,82.2,NR,NR,54.1,14.9,31.1,0,0,0,0,0,0,0,26.7,56.6,3.5,refined_DRI,0,100,0,0,0,MUD,92.40000000000001,7.6,0,PBSC,39.7,42.1,18.3,CIBMTR,mixed,NR,NR,NR,NR,0,62.9,38,27.6,10.4,35.3,26.2,DR_combinations,Y,NR,NR,NR,NR,NR,Y,mixed,NR,Y,NR,N,NA,NA,mixed,N,N,NA,N,NA,NA,NA,NA,NR,post_2018,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
22,10,PTCy URD 7/8 (MMUD with PTCy),PTCy_arm,N,N,Y,613,45.4,57.9,NR,NR,18,78.8,NR,NR,53.8,20.9,25.3,0,0,0,0,0,0,0,25.4,60.2,2.9,refined_DRI,0,0,100,0,0,MMUD,83.40000000000001,16.6,0,PBSC,39.8,43.4,16.8,CIBMTR,mixed,NR,NR,NR,100,0,64.40000000000001,48.2,33.4,14.8,31,20.4,DR_combinations,Y,NR,NR,NR,NR,NR,Y,mixed,NR,Y,NR,N,NA,NA,mixed,N,N,NA,mixed,NR,NR,NR,NR,NR,post_2018,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
23,12,PTCy/Tac/MMF,PTCy_arm,Y,N,N,43,60.5,72,NR,NR,70.09999999999999,78.59999999999999,72.7,2.1,60.5,0,34.9,NR,NR,4.6,NR,0,NR,0,37.2,62.8,0,DRI,11.6,86,2.3,0,0,MUD,NR,NR,NR,PBSC,0,100,0,investigator_defined,RIC,11.6,NR,NR,NR,0,NR,NR,NR,NR,NR,NR,NR,Y,50,2,"3,4",100,standard_50x2,Y,tacrolimus,NR,Y,NR,N,NA,NA,N,N,N,NA,N,NA,NA,NA,NA,NR,post_2018,NR,NR,NR,NR,NR,NR,NR,NR,58.1,NR,NR
24,12,Tac/MTX,comparator_arm,Y,N,N,53,67.90000000000001,73,NR,NR,70.09999999999999,77.40000000000001,73.09999999999999,1.9,54.7,3.8,34,NR,NR,5.7,NR,1.9,NR,0,32.1,58.5,9.4,DRI,15.1,83,1.9,0,0,MUD,NR,NR,NR,PBSC,0,100,0,investigator_defined,RIC,16.9,NR,NR,NR,0,NR,NR,NR,NR,NR,NR,NR,N,NA,NA,NA,NA,NA,Y,tacrolimus,NR,N,NA,Y,"days 1,3,6,11",NR,N,N,N,NA,N,NA,NA,NA,NA,NR,post_2018,NR,NR,NR,NR,NR,NR,NR,NR,37.1,NR,NR
25,16,"Haplo PBSCT + PTCy, age >=60",PTCy_arm,N,N,N,55,67,66,NR,NR,61,75,NR,NR,56,2,NR,NR,NR,9,NR,NR,NR,NR,13,82,5,DRI,0,0,0,100,0,haplo,100,0,0,PBSC,27,73,0,investigator_defined,RIC,NR,0,0,0,100,69,NR,NR,NR,NR,NR,R_only,Y,50,2,"+3, +4",100,standard_50x2,mixed,mixed,NR,mixed,NR,N,NA,NA,mixed,N,N,NA,N,NA,NA,NA,NA,NR,mixed_spans_era,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
26,16,"Haplo PBSCT + PTCy, age <60",PTCy_arm,N,N,N,66,61,42,NR,NR,20,59,NR,NR,44,30,NR,NR,NR,8,NR,NR,NR,NR,29,64,7,DRI,0,0,0,100,0,haplo,100,0,0,PBSC,83,17,0,investigator_defined,MAC,NR,0,0,0,100,70,NR,NR,NR,NR,NR,R_only,Y,50,2,"+3, +4",100,standard_50x2,mixed,mixed,NR,mixed,NR,N,NA,NA,mixed,N,N,NA,N,NA,NA,NA,NA,NR,mixed_spans_era,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
27,19,Haplo/PTCy,PTCy_arm,Y,N,N,139,58,33,NR,NR,19,69,NR,NR,0,0,0,0,0,100,0,0,0,0,NR,NR,NR,NR,0,0,0,100,0,haplo,30,70,0,BM,0,10,90,CIBMTR,NMA,89,0,0,0,100,NR,NR,NR,21,NR,NR,DR_combinations,Y,NR,NR,NR,NR,NR,Y,NR,NR,Y,NR,N,NA,NA,NR,N,N,NA,N,NA,NA,NA,NA,era_proxy_only,pre_2018,NR,NR,NR,NR,NR,NR,NR,NR,45,NR,NR
28,19,MSD/CNI,comparator_arm,Y,N,N,457,56,33,NR,NR,18,66,NR,NR,0,0,0,0,0,100,0,0,0,0,NR,NR,NR,NR,100,0,0,0,0,MSD,96,4,0,PBSC,0,70,30,CIBMTR,RIC,17,100,0,0,0,NR,NR,NR,14,NR,NR,DR_combinations,N,NA,NA,NA,NA,NA,Y,NR,NR,mixed,NR,mixed,NR,NR,NR,N,NR,"GVHD prophylaxis: 31% CNI+MMF; 48% CNI+MTX; 21% CNI +/- other (except MMF, MTX, PTCy)",Y,NR,NR,NR,NR,era_proxy_only,pre_2018,NR,NR,NR,NR,NR,NR,NR,NR,30,NR,NR
29,20,FMTBI + ATG/PTCy,PTCy_arm,Y,N,N,26,53.8,59,NR,NR,24,68,NR,NR,0,100,0,0,0,0,0,0,0,0,NR,NR,NR,investigator_defined,0,0,0,100,0,haplo,100,0,0,PBSC,0,100,0,investigator_defined,RIC,100,0,0,0,100,100,80.8,80.8,0,19.2,0,DR_combinations,Y,30,2,"+3, +4",60,reduced_other,Y,tacrolimus,NR,Y,NR,N,NA,NA,N,N,N,NA,Y,rabbit_thymoglobulin,4.5,low_le_4.5_rabbit,pre_transplant,NR,post_2018,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
30,20,FB + ATG (historical control),comparator_arm,Y,N,N,52,51.9,48,NR,NR,19,68,NR,NR,0,100,0,0,0,0,0,0,0,0,NR,NR,NR,investigator_defined,0,0,0,100,0,haplo,100,0,0,PBSC,0,100,0,investigator_defined,RIC,0,0,0,0,100,94.2,88.5,82.7,5.8,11.5,0,DR_combinations,N,NA,NA,NA,NA,NA,Y,tacrolimus,NR,N,NA,Y,"D+1, D+3, D+6, D+11",NR,N,N,N,NA,Y,rabbit_thymoglobulin,6,standard_4.5_to_10_rabbit,pre_transplant,NR,mixed_spans_era,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
31,24,ATG + PTCy combination,PTCy_arm,N,Y,N,69,NR,NR,NR,NR,NR,NR,NR,NR,NR,0,NR,0,0,0,0,0,0,0,100,0,0,investigator_defined,NR,NR,NR,NR,0,mixed,NR,NR,0,PBSC,0,100,0,investigator_defined,RIC,100,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,50,2,"+3, +4",100,standard_50x2,Y,cyclosporine,NR,N,NA,N,NA,NA,N,N,N,NA,Y,NR,4.5,low_le_4.5_rabbit,pre_transplant,era_proxy_only,pre_2018,NR,NR,NR,NR,NR,NR,NR,NR,21.7,NR,NR
32,24,Other GvHD prophylaxis regimens,comparator_arm,N,Y,N,90,NR,NR,NR,NR,NR,NR,NR,NR,NR,0,NR,0,0,0,0,0,0,0,100,0,0,investigator_defined,NR,NR,NR,NR,0,mixed,NR,NR,0,PBSC,63,37,0,investigator_defined,MAC,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,N,NA,NA,NA,NA,NA,Y,cyclosporine,NR,mixed,NR,mixed,"15 mg/m2 day +1; 10 mg/m2 day +3,+6,+11 (in MTX+CsA subgroup)",45,N,N,Y,Alemtuzumab + CsA in 42/90 (47%),mixed,NR,NR,mixed,pre_transplant,era_proxy_only,pre_2018,NR,NR,NR,NR,NR,NR,NR,NR,58.9,NR,NR
33,26,Post-CY (matched subset),PTCy_arm,Y,N,N,37,56.8,61,NR,NR,39,72,NR,NR,81,2.7,NR,NR,NR,5.4,NR,10.8,NR,NR,NR,NR,NR,NR,40.5,59.5,0,0,0,MUD,29.7,70.3,0,BM,0,100,0,investigator_defined,RIC,0,NR,NR,NR,0,NR,NR,NR,8.1,NR,8.1,DR_combinations,Y,50,2,"+3,+4",100,standard_50x2,N,NA,NA,N,NA,N,NA,NA,N,N,N,NA,mixed,NR,4,low_le_4.5_rabbit,pre_transplant,none,pre_2018,NR,NR,NR,NR,NR,mixed,1,NR,46,NR,NR
34,26,Tacrolimus + MTX matched control,comparator_arm,Y,N,N,37,59.5,62,NR,NR,37,72,NR,NR,81,2.7,NR,NR,NR,16.2,NR,0,NR,NR,NR,NR,NR,NR,40.5,59.5,0,0,0,MUD,54.1,45.9,0,PBSC,0,100,0,investigator_defined,RIC,0,NR,NR,NR,0,NR,NR,NR,13.5,NR,13.5,DR_combinations,N,NA,NA,NA,NA,NA,Y,tacrolimus,NR,N,NA,Y,"5 mg/m2 days +1, +3, +6, +11",20,N,N,N,NA,mixed,NR,NR,NR,pre_transplant,none,pre_2018,NR,NR,NR,NR,NR,mixed,1,NR,19,NR,NR
35,35,PT-CY Haplo,PTCy_arm,Y,N,N,487,NR,NR,NR,NR,18,79,NR,NR,47.8,11.7,15.2,NR,1.4,14.9,3.9,0.4,NA,4.5,34.3,20.5,44.8,EBMT_risk_score,0,0,0,100,0,haplo,74.90000000000001,24.4,0,PBSC,59.5,40.5,0,EBMT,MAC,22.8,0,0,0,100,65.7,55.4,46.8,8.6,18.9,25.1,DR_combinations,Y,NR,NR,NR,NR,NR,Y,NR,NR,Y,NR,N,NA,NA,NR,N,NR,NR,N,NA,NA,NA,NA,era_proxy_only,mixed_spans_era,NR,NR,NR,NR,NR,NR,NR,NR,39.2,NR,NR
36,35,10/10 MUD + ATG,comparator_arm,Y,N,N,7050,NR,NR,NR,NR,18,79,NR,NR,41.5,8.199999999999999,24.3,NR,2.1,9.699999999999999,6.1,2.3,NA,5.8,34.6,20.9,44.2,EBMT_risk_score,0,100,0,0,0,MUD,96.3,3.4,0,PBSC,52.6,47.4,0,EBMT,MAC,23.2,100,0,0,0,55.5,45.2,37.1,8.1,18.4,34.8,DR_combinations,N,NA,NA,NA,NA,NA,Y,NR,NR,Y,NR,Y,NR,NR,NR,N,NR,NR,Y,other,NR,NR,NR,era_proxy_only,mixed_spans_era,NR,NR,NR,NR,NR,NR,NR,NR,27.3,NR,NR
37,37,MTX/TAC,comparator_arm,Y,N,N,25,52,44,36,49,NR,NR,NR,NR,20,68,4,8,NR,NR,NR,NR,NR,0,NR,NR,NR,NR,68,32,0,0,0,MSD,100,0,0,PBSC,80,20,NR,investigator_defined,MAC,NR,NR,0,0,0,NR,NR,NR,NR,NR,NR,NR,N,NA,NA,NA,NA,NA,Y,tacrolimus,NR,N,NA,Y,"IV days +1, +3, +6, +11; 15 mg/m2 day +1 and 10 mg/m2 other days",45,N,N,N,NA,NR,NR,NR,NR,NR,NR,mixed_spans_era,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
38,37,PTCy/MMF/TAC,PTCy_arm,Y,N,N,40,42.5,49,37.8,61.2,NR,NR,NR,NR,52.5,30,10,2.5,NR,NR,NR,NR,NR,5,NR,NR,NR,NR,47.5,52.5,0,0,0,mixed,100,0,0,PBSC,67.5,32.5,NR,investigator_defined,MAC,NR,NR,0,0,0,NR,NR,NR,NR,NR,NR,NR,Y,50,2,"+3, +4",100,standard_50x2,Y,tacrolimus,NR,Y,"15 mg/kg q8h (weight-based, not fixed mg)",N,NA,NA,N,N,N,NA,NR,NR,NR,NR,NR,NR,mixed_spans_era,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
39,37,PTCy alone,PTCy_arm,Y,N,N,9,44.4,43,31,47,NR,NR,NR,NR,33.3,55.6,11.1,0,NR,NR,NR,NR,NR,0,NR,NR,NR,NR,100,0,0,0,0,MSD,0,100,0,BM,100,0,NR,investigator_defined,MAC,NR,NR,0,0,0,NR,NR,NR,NR,NR,NR,NR,Y,50,2,"+3, +4",100,standard_50x2,N,NA,NA,N,NA,N,NA,NA,N,N,N,NA,NR,NR,NR,NR,NR,NR,mixed_spans_era,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
40,39,ATG,comparator_arm,N,Y,N,95,NR,60,52,66,NR,NR,NR,NR,50,6,16,NR,3,25,NR,NR,NR,NR,60,NR,40,investigator_defined,0,100,0,0,0,MUD,99,NR,0,PBSC,0,0,100,investigator_defined,NMA,100,100,0,0,0,54,52,45,7,9,39,DR_combinations,N,NA,NA,NA,NA,NA,Y,cyclosporine,200-300,Y,NR,N,NA,NA,N,N,N,NA,Y,rabbit_thymoglobulin,8,standard_4.5_to_10_rabbit,pre_transplant,NR,mixed_spans_era,NR,NR,NR,NR,NR,NR,NR,NR,48,NR,NR
41,39,PTCy,PTCy_arm,N,Y,N,90,NR,57,48,66,NR,NR,NR,NR,43,12,17,NR,3,24,NR,NR,NR,NR,52,NR,48,investigator_defined,0,100,0,0,0,MUD,99,NR,0,PBSC,0,0,100,investigator_defined,NMA,100,100,0,0,0,46,58,39,7,19,35,DR_combinations,Y,50,2,"+3,+4",100,standard_50x2,Y,cyclosporine,200-300,N,NA,N,NA,NA,N,N,N,NA,N,NA,NA,NA,NA,NR,mixed_spans_era,NR,NR,NR,NR,NR,NR,NR,NR,21,NR,NR
